document_id,language,axis,parent_category_id,topic_id,topic_similarity,source_quality
DOC_0984,en,technical,T22,TR-T22-EN-001,0.2163,high
DOC_0988,en,technical,T22,TR-T22-EN-001,0.2025,high
DOC_0011,en,technical,T22,TR-T22-EN-002,0.2621,high
DOC_0080,en,technical,T22,TR-T22-EN-002,0.2602,high
DOC_0135,en,technical,T22,TR-T22-EN-002,0.2805,high
DOC_0157,en,technical,T22,TR-T22-EN-002,0.2611,high
DOC_0178,en,technical,T22,TR-T22-EN-002,0.2664,high
DOC_0181,en,technical,T22,TR-T22-EN-002,0.2583,high
DOC_0264,en,technical,T22,TR-T22-EN-002,0.2831,high
DOC_0310,en,technical,T22,TR-T22-EN-002,0.267,high
DOC_0324,en,technical,T22,TR-T22-EN-002,0.2515,high
DOC_0365,en,technical,T22,TR-T22-EN-002,0.2823,high
DOC_0380,en,technical,T22,TR-T22-EN-002,0.3064,high
DOC_0391,en,technical,T22,TR-T22-EN-002,0.272,high
DOC_0591,en,technical,T22,TR-T22-EN-002,0.261,high
DOC_0706,en,technical,T22,TR-T22-EN-002,0.264,high
DOC_0772,en,technical,T22,TR-T22-EN-002,0.2568,high
DOC_0791,en,technical,T22,TR-T22-EN-002,0.2508,high
DOC_0969,en,technical,T22,TR-T22-EN-002,0.2751,high
DOC_0002,en,technical,T23,TR-T23-EN-001,0.5474,high
DOC_0560,en,technical,T23,TR-T23-EN-001,0.5325,high
DOC_0573,en,technical,T23,TR-T23-EN-001,0.5137,high
DOC_0680,en,technical,T23,TR-T23-EN-001,0.5415,high
DOC_0040,en,technical,T24,TR-T24-EN-001,0.3148,high
DOC_0211,en,technical,T24,TR-T24-EN-001,0.2724,high
DOC_0247,en,technical,T24,TR-T24-EN-001,0.3255,high
DOC_0256,en,technical,T24,TR-T24-EN-001,0.2931,high
DOC_0386,en,technical,T24,TR-T24-EN-001,0.3236,high
DOC_0539,en,technical,T24,TR-T24-EN-001,0.2783,high
DOC_0574,en,technical,T24,TR-T24-EN-001,0.3215,high
DOC_0578,en,technical,T24,TR-T24-EN-001,0.2839,high
DOC_0624,en,technical,T24,TR-T24-EN-001,0.2785,high
DOC_0695,en,technical,T24,TR-T24-EN-001,0.2976,high
DOC_0773,en,technical,T24,TR-T24-EN-001,0.2838,high
DOC_0865,en,technical,T24,TR-T24-EN-001,0.3281,high
DOC_0881,en,technical,T24,TR-T24-EN-001,0.3388,high
DOC_0898,en,technical,T24,TR-T24-EN-001,0.2726,high
DOC_0977,en,technical,T24,TR-T24-EN-001,0.2603,high
DOC_0031,en,technical,T24,TR-T24-EN-002,0.3605,high
DOC_0059,en,technical,T24,TR-T24-EN-002,0.3347,high
DOC_0065,en,technical,T24,TR-T24-EN-002,0.3479,high
DOC_0147,en,technical,T24,TR-T24-EN-002,0.3492,high
DOC_0164,en,technical,T24,TR-T24-EN-002,0.3244,high
DOC_0188,en,technical,T24,TR-T24-EN-002,0.3173,high
DOC_0301,en,technical,T24,TR-T24-EN-002,0.3615,high
DOC_0476,en,technical,T24,TR-T24-EN-002,0.3218,high
DOC_0834,en,technical,T24,TR-T24-EN-002,0.361,high
DOC_0899,en,technical,T24,TR-T24-EN-002,0.3332,high
DOC_0118,en,technical,T24,TR-T24-EN-003,0.5121,high
DOC_0401,en,technical,T24,TR-T24-EN-003,0.4872,high
DOC_0472,en,technical,T24,TR-T24-EN-003,0.5174,high
DOC_0608,en,technical,T24,TR-T24-EN-003,0.4547,high
DOC_0682,en,technical,T24,TR-T24-EN-003,0.455,high
DOC_0250,en,technical,T25,TR-T25-EN-001,0.5918,high
DOC_0257,en,technical,T25,TR-T25-EN-001,0.5777,high
DOC_0675,en,technical,T25,TR-T25-EN-001,0.5924,high
DOC_0426,en,technical,T26,TR-T26-EN-001,0.4893,high
DOC_0462,en,technical,T26,TR-T26-EN-001,0.5305,high
DOC_0474,en,technical,T26,TR-T26-EN-001,0.5204,high
DOC_0508,en,technical,T26,TR-T26-EN-001,0.5396,high
DOC_0015,en,technical,T27,TR-T27-EN-001,1.0,high
DOC_0483,en,technical,T29,TR-T29-EN-001,0.408,high
DOC_0669,en,technical,T29,TR-T29-EN-001,0.4062,high
DOC_0835,en,technical,T29,TR-T29-EN-001,0.3792,high
DOC_0841,en,technical,T29,TR-T29-EN-001,0.3428,high
DOC_0846,en,technical,T29,TR-T29-EN-001,0.4118,high
DOC_0858,en,technical,T29,TR-T29-EN-001,0.4363,high
DOC_0868,en,technical,T29,TR-T29-EN-001,0.3938,high
DOC_0924,en,technical,T29,TR-T29-EN-001,0.3533,high
DOC_0090,en,technical,T30,TR-T30-EN-001,0.4538,high
DOC_0134,en,technical,T30,TR-T30-EN-001,0.4855,high
DOC_0155,en,technical,T30,TR-T30-EN-001,0.5046,high
DOC_0233,en,technical,T30,TR-T30-EN-001,0.4638,high
DOC_0326,en,technical,T30,TR-T30-EN-001,0.4545,high
DOC_0824,en,technical,T30,TR-T30-EN-001,0.3915,high
DOC_0487,en,technical,T31,TR-T31-EN-001,0.3826,high
DOC_0590,en,technical,T31,TR-T31-EN-001,0.4427,high
DOC_0693,en,technical,T31,TR-T31-EN-001,0.3834,high
DOC_0698,en,technical,T31,TR-T31-EN-001,0.448,high
DOC_0845,en,technical,T31,TR-T31-EN-001,0.4426,high
DOC_0945,en,technical,T31,TR-T31-EN-001,0.3917,high
DOC_0947,en,technical,T31,TR-T31-EN-001,0.4382,high
DOC_0133,en,technical,T33,TR-T33-EN-001,0.4529,high
DOC_0665,en,technical,T33,TR-T33-EN-001,0.459,high
DOC_0674,en,technical,T33,TR-T33-EN-001,0.477,high
DOC_0801,en,technical,T33,TR-T33-EN-001,0.4872,high
DOC_0994,en,technical,T33,TR-T33-EN-001,0.4606,high
ZH_0598,zh,application,A04,AS-A04-ZH-001,1.0,medium
ZH_0556,zh,application,A08,AS-A08-ZH-001,1.0,medium
ZH_0089,zh,application,A09,AS-A09-ZH-001,0.3997,medium
ZH_0189,zh,application,A09,AS-A09-ZH-001,0.4217,medium
ZH_0196,zh,application,A09,AS-A09-ZH-001,0.3917,medium
ZH_0222,zh,application,A09,AS-A09-ZH-001,0.4038,medium
ZH_0271,zh,application,A09,AS-A09-ZH-001,0.3847,medium
ZH_0575,zh,application,A09,AS-A09-ZH-001,0.4149,medium
ZH_0578,zh,application,A09,AS-A09-ZH-001,0.4064,medium
ZH_0741,zh,application,A10,AS-A10-ZH-001,0.7291,high
ZH_0780,zh,application,A10,AS-A10-ZH-001,0.7291,high
ZH_0631,zh,application,A12,AS-A12-ZH-001,0.7341,high
ZH_0914,zh,application,A12,AS-A12-ZH-001,0.7341,high
ZH_0554,zh,application,A15,AS-A15-ZH-001,1.0,high
ZH_0541,zh,application,A20,AS-A20-ZH-001,1.0,high
ZH_0262,zh,application,A22,AS-A22-ZH-001,0.4563,medium
ZH_0582,zh,application,A22,AS-A22-ZH-001,0.4703,high
ZH_0616,zh,application,A22,AS-A22-ZH-001,0.4733,high
ZH_0744,zh,application,A22,AS-A22-ZH-001,0.4653,medium
ZH_0948,zh,application,A22,AS-A22-ZH-001,0.4509,high
ZH_0298,zh,application,A24,AS-A24-ZH-001,0.466,medium
ZH_0300,zh,application,A24,AS-A24-ZH-001,0.4492,high
ZH_0467,zh,application,A24,AS-A24-ZH-001,0.4742,medium
ZH_0585,zh,application,A24,AS-A24-ZH-001,0.4583,high
ZH_0806,zh,application,A24,AS-A24-ZH-001,0.4663,high
ZH_0503,zh,application,A25,AS-A25-ZH-001,0.3969,high
ZH_0517,zh,application,A25,AS-A25-ZH-001,0.4062,medium
ZH_0577,zh,application,A25,AS-A25-ZH-001,0.3805,medium
ZH_0707,zh,application,A25,AS-A25-ZH-001,0.3933,medium
ZH_0722,zh,application,A25,AS-A25-ZH-001,0.4044,medium
ZH_0849,zh,application,A25,AS-A25-ZH-001,0.4058,high
ZH_0961,zh,application,A25,AS-A25-ZH-001,0.3918,high
ZH_0203,zh,application,A26,AS-A26-ZH-001,0.3916,medium
ZH_0259,zh,application,A26,AS-A26-ZH-001,0.3963,high
ZH_0285,zh,application,A26,AS-A26-ZH-001,0.4042,medium
ZH_0297,zh,application,A26,AS-A26-ZH-001,0.3965,high
ZH_0313,zh,application,A26,AS-A26-ZH-001,0.4187,high
ZH_0623,zh,application,A26,AS-A26-ZH-001,0.3957,medium
ZH_0804,zh,application,A26,AS-A26-ZH-001,0.3988,high
ZH_0044,zh,application,A27,AS-A27-ZH-001,0.3447,high
ZH_0063,zh,application,A27,AS-A27-ZH-001,0.3489,medium
ZH_0103,zh,application,A27,AS-A27-ZH-001,0.3528,medium
ZH_0217,zh,application,A27,AS-A27-ZH-001,0.3537,high
ZH_0223,zh,application,A27,AS-A27-ZH-001,0.3587,medium
ZH_0225,zh,application,A27,AS-A27-ZH-001,0.3533,high
ZH_0306,zh,application,A27,AS-A27-ZH-001,0.3713,high
ZH_0339,zh,application,A27,AS-A27-ZH-001,0.3476,medium
ZH_0612,zh,application,A27,AS-A27-ZH-001,0.3358,high
ZH_0102,zh,application,A28,AS-A28-ZH-001,0.4242,medium
ZH_0228,zh,application,A28,AS-A28-ZH-001,0.4242,medium
ZH_0532,zh,application,A28,AS-A28-ZH-001,0.4127,medium
ZH_0629,zh,application,A28,AS-A28-ZH-001,0.4138,high
ZH_0710,zh,application,A28,AS-A28-ZH-001,0.4229,medium
ZH_0779,zh,application,A28,AS-A28-ZH-001,0.4225,high
ZH_0962,zh,application,A51,AS-A51-ZH-900,0.3425,high
ZH_0402,zh,application,A48,AS-A48-ZH-001,0.4418,high
ZH_0449,zh,application,A48,AS-A48-ZH-001,0.4577,high
ZH_0521,zh,application,A48,AS-A48-ZH-001,0.4043,medium
ZH_0624,zh,application,A48,AS-A48-ZH-001,0.4617,high
ZH_0856,zh,application,A48,AS-A48-ZH-001,0.4119,high
ZH_0261,zh,application,A48,AS-A48-ZH-002,0.5162,high
ZH_0868,zh,application,A48,AS-A48-ZH-002,0.5016,high
ZH_0955,zh,application,A48,AS-A48-ZH-002,0.543,high
ZH_0988,zh,application,A48,AS-A48-ZH-002,0.5358,high
ZH_0023,zh,application,A49,AS-A49-ZH-001,1.0,high
DOC_0012,en,application,A01,AS-A01-EN-001,0.295,high
DOC_0178,en,application,A01,AS-A01-EN-001,0.3076,high
DOC_0235,en,application,A01,AS-A01-EN-001,0.2925,high
DOC_0246,en,application,A01,AS-A01-EN-001,0.2831,high
DOC_0247,en,application,A01,AS-A01-EN-001,0.3063,high
DOC_0298,en,application,A01,AS-A01-EN-001,0.3047,high
DOC_0312,en,application,A01,AS-A01-EN-001,0.3436,high
DOC_0324,en,application,A01,AS-A01-EN-001,0.2962,high
DOC_0607,en,application,A01,AS-A01-EN-001,0.3333,high
DOC_0751,en,application,A01,AS-A01-EN-001,0.2906,high
DOC_0830,en,application,A01,AS-A01-EN-001,0.3159,high
DOC_0907,en,application,A01,AS-A01-EN-001,0.3047,high
DOC_0942,en,application,A01,AS-A01-EN-001,0.3525,high
DOC_0009,en,application,A01,AS-A01-EN-002,0.2905,high
DOC_0036,en,application,A01,AS-A01-EN-002,0.2756,high
DOC_0037,en,application,A01,AS-A01-EN-002,0.3617,high
DOC_0070,en,application,A01,AS-A01-EN-002,0.3873,high
DOC_0143,en,application,A01,AS-A01-EN-002,0.3779,high
DOC_0377,en,application,A01,AS-A01-EN-002,0.2615,high
DOC_0447,en,application,A01,AS-A01-EN-002,0.3425,high
DOC_0670,en,application,A01,AS-A01-EN-002,0.3909,high
DOC_0732,en,application,A01,AS-A01-EN-002,0.3526,high
DOC_0786,en,application,A01,AS-A01-EN-002,0.2825,high
DOC_0948,en,application,A01,AS-A01-EN-002,0.3635,high
DOC_0991,en,application,A01,AS-A01-EN-002,0.3747,high
DOC_0028,en,application,A01,AS-A01-EN-003,0.3363,high
DOC_0061,en,application,A01,AS-A01-EN-003,0.306,high
DOC_0088,en,application,A01,AS-A01-EN-003,0.3207,high
DOC_0120,en,application,A01,AS-A01-EN-003,0.3639,high
DOC_0410,en,application,A01,AS-A01-EN-003,0.3512,high
DOC_0465,en,application,A01,AS-A01-EN-003,0.3241,high
DOC_0570,en,application,A01,AS-A01-EN-003,0.3461,high
DOC_0588,en,application,A01,AS-A01-EN-003,0.3279,high
DOC_0692,en,application,A01,AS-A01-EN-003,0.3537,high
DOC_0747,en,application,A01,AS-A01-EN-003,0.3,high
DOC_0961,en,application,A01,AS-A01-EN-003,0.3025,high
DOC_0039,en,application,A01,AS-A01-EN-004,0.3802,high
DOC_0040,en,application,A01,AS-A01-EN-004,0.4043,high
DOC_0087,en,application,A01,AS-A01-EN-004,0.3883,high
DOC_0161,en,application,A01,AS-A01-EN-004,0.3907,high
DOC_0188,en,application,A01,AS-A01-EN-004,0.3603,high
DOC_0621,en,application,A01,AS-A01-EN-004,0.3825,high
DOC_0881,en,application,A01,AS-A01-EN-004,0.3807,high
DOC_0904,en,application,A01,AS-A01-EN-004,0.4033,high
DOC_0048,en,application,A02,AS-A02-EN-001,0.29,high
DOC_0301,en,application,A02,AS-A02-EN-001,0.3568,high
DOC_0468,en,application,A02,AS-A02-EN-001,0.3104,high
DOC_0573,en,application,A02,AS-A02-EN-001,0.2914,high
DOC_0696,en,application,A02,AS-A02-EN-001,0.2643,high
DOC_0721,en,application,A02,AS-A02-EN-001,0.3379,high
DOC_0746,en,application,A02,AS-A02-EN-001,0.338,high
DOC_0753,en,application,A02,AS-A02-EN-001,0.2675,high
DOC_0805,en,application,A02,AS-A02-EN-001,0.2766,high
DOC_0834,en,application,A02,AS-A02-EN-001,0.3146,high
DOC_0885,en,application,A02,AS-A02-EN-001,0.2736,high
DOC_0919,en,application,A02,AS-A02-EN-001,0.284,high
DOC_0951,en,application,A02,AS-A02-EN-001,0.3117,high
DOC_0955,en,application,A02,AS-A02-EN-001,0.2737,high
DOC_0498,en,application,A02,AS-A02-EN-002,0.396,high
DOC_0539,en,application,A02,AS-A02-EN-002,0.3466,high
DOC_0574,en,application,A02,AS-A02-EN-002,0.4642,high
DOC_0730,en,application,A02,AS-A02-EN-002,0.3611,high
DOC_0741,en,application,A02,AS-A02-EN-002,0.3619,high
DOC_0844,en,application,A02,AS-A02-EN-002,0.4162,high
DOC_0865,en,application,A02,AS-A02-EN-002,0.459,high
DOC_0898,en,application,A02,AS-A02-EN-002,0.4012,high
DOC_0007,en,application,A02,AS-A02-EN-003,0.5317,high
DOC_0093,en,application,A02,AS-A02-EN-003,0.529,high
DOC_0222,en,application,A02,AS-A02-EN-003,0.535,high
DOC_0589,en,application,A02,AS-A02-EN-003,0.5012,high
DOC_0008,en,application,A03,AS-A03-EN-001,0.2446,high
DOC_0017,en,application,A03,AS-A03-EN-001,0.1706,high
DOC_0069,en,application,A03,AS-A03-EN-001,0.1829,high
DOC_0077,en,application,A03,AS-A03-EN-001,0.2123,high
DOC_0078,en,application,A03,AS-A03-EN-001,0.1896,high
DOC_0083,en,application,A03,AS-A03-EN-001,0.1875,high
DOC_0094,en,application,A03,AS-A03-EN-001,0.2523,high
DOC_0095,en,application,A03,AS-A03-EN-001,0.2165,high
DOC_0117,en,application,A03,AS-A03-EN-001,0.2504,high
DOC_0135,en,application,A03,AS-A03-EN-001,0.1902,high
DOC_0144,en,application,A03,AS-A03-EN-001,0.2151,high
DOC_0148,en,application,A03,AS-A03-EN-001,0.1951,high
DOC_0164,en,application,A03,AS-A03-EN-001,0.1669,high
DOC_0166,en,application,A03,AS-A03-EN-001,0.162,high
DOC_0169,en,application,A03,AS-A03-EN-001,0.2115,high
DOC_0262,en,application,A03,AS-A03-EN-001,0.2016,high
DOC_0263,en,application,A03,AS-A03-EN-001,0.1981,high
DOC_0286,en,application,A03,AS-A03-EN-001,0.2002,high
DOC_0300,en,application,A03,AS-A03-EN-001,0.1842,high
DOC_0322,en,application,A03,AS-A03-EN-001,0.2119,high
DOC_0343,en,application,A03,AS-A03-EN-001,0.195,high
DOC_0380,en,application,A03,AS-A03-EN-001,0.1997,high
DOC_0419,en,application,A03,AS-A03-EN-001,0.1899,high
DOC_0459,en,application,A03,AS-A03-EN-001,0.1785,high
DOC_0462,en,application,A03,AS-A03-EN-001,0.2256,high
DOC_0471,en,application,A03,AS-A03-EN-001,0.18,high
DOC_0523,en,application,A03,AS-A03-EN-001,0.2387,high
DOC_0535,en,application,A03,AS-A03-EN-001,0.1978,high
DOC_0608,en,application,A03,AS-A03-EN-001,0.1729,high
DOC_0609,en,application,A03,AS-A03-EN-001,0.2041,high
DOC_0614,en,application,A03,AS-A03-EN-001,0.2115,high
DOC_0619,en,application,A03,AS-A03-EN-001,0.1618,high
DOC_0644,en,application,A03,AS-A03-EN-001,0.2114,high
DOC_0705,en,application,A03,AS-A03-EN-001,0.2332,high
DOC_0761,en,application,A03,AS-A03-EN-001,0.1918,high
DOC_0772,en,application,A03,AS-A03-EN-001,0.1624,high
DOC_0773,en,application,A03,AS-A03-EN-001,0.1565,high
DOC_0798,en,application,A03,AS-A03-EN-001,0.2039,high
DOC_0838,en,application,A03,AS-A03-EN-001,0.2371,high
DOC_0899,en,application,A03,AS-A03-EN-001,0.2112,high
DOC_0903,en,application,A03,AS-A03-EN-001,0.249,high
DOC_0944,en,application,A03,AS-A03-EN-001,0.2252,high
DOC_0045,en,application,A03,AS-A03-EN-002,0.3202,high
DOC_0253,en,application,A03,AS-A03-EN-002,0.3423,high
DOC_0296,en,application,A03,AS-A03-EN-002,0.3639,high
DOC_0551,en,application,A03,AS-A03-EN-002,0.3435,high
DOC_0625,en,application,A03,AS-A03-EN-002,0.3243,high
DOC_0636,en,application,A03,AS-A03-EN-002,0.3484,high
DOC_0658,en,application,A03,AS-A03-EN-002,0.341,high
DOC_0687,en,application,A03,AS-A03-EN-002,0.3433,high
DOC_0760,en,application,A03,AS-A03-EN-002,0.3298,high
DOC_0799,en,application,A03,AS-A03-EN-002,0.3394,high
DOC_0081,en,application,A04,AS-A04-EN-001,0.2818,high
DOC_0200,en,application,A04,AS-A04-EN-001,0.2659,high
DOC_0236,en,application,A04,AS-A04-EN-001,0.2857,high
DOC_0361,en,application,A04,AS-A04-EN-001,0.2658,high
DOC_0481,en,application,A04,AS-A04-EN-001,0.3002,high
DOC_0601,en,application,A04,AS-A04-EN-001,0.3181,high
DOC_0624,en,application,A04,AS-A04-EN-001,0.2949,high
DOC_0689,en,application,A04,AS-A04-EN-001,0.2698,high
DOC_0693,en,application,A04,AS-A04-EN-001,0.3072,high
